External_ID,Sangster_ID,Name,CASRN,Canonical_SMILES,InChIKey,logP_exp,N_count,N_group,logP_bin,O_count,MW,TPSA,HBD,HBA,Heavy_atoms,dot_disconnected_entry,strict_coumarin_any,aromatic_coumarin_core,overlap_exact_inchikey_with_95,overlap_first_block_with_95,SMILES,Formula,InChIKey_first_block,valid_mol,strict_coumarin_core,four_hydroxycoumarin_like,name_contains_coumarin,coumarin_candidate_any
SANG_CMR_EXT_104,R59814140,CHEMBL1451129,,Cc1cc(=O)oc2cc3c(cc12)CCCN3,PZTQNUMZYIQRGY-UHFFFAOYSA-N,2.7,1,N = 1,1.5 ≤ logP ≤ 3.0,2,215.25199999999995,42.24,1,3,16,False,True,True,False,False,CC1=CC(=O)OC2=CC3=C(CCCN3)C=C12,C13H13NO2,PZTQNUMZYIQRGY,True,False,False,False,True
SANG_CMR_EXT_105,R59814390,CHEMBL379350,,CCN(CC)c1ccc2cc(C(C)=O)c(=O)oc2c1,JQYDECSZBZCKFQ-UHFFFAOYSA-N,2.0,1,N = 1,1.5 ≤ logP ≤ 3.0,3,259.30499999999995,50.52,0,4,19,False,True,True,False,False,CCN(CC)C1=CC=C2C=C(C(C)=O)C(=O)OC2=C1,C15H17NO3,JQYDECSZBZCKFQ,True,False,False,False,True
SANG_CMR_EXT_106,R59814734,CHEMBL1255978,,Cc1c(-c2ccc(O)cc2)c(=O)oc2cc(O)ccc12,NWVKVBBNCRPFPD-UHFFFAOYSA-N,2.8,0,N = 0,1.5 ≤ logP ≤ 3.0,4,268.268,70.67,2,4,20,False,True,True,False,False,CC1=C(C(=O)OC2=CC(O)=CC=C12)C1=CC=C(O)C=C1,C16H12O4,NWVKVBBNCRPFPD,True,False,False,False,True
SANG_CMR_EXT_107,R59815073,CHEMBL1442864,,Cc1cc2c(C)cc(=O)oc2c2c1NCCC2,HNBLXGUKCHVXSO-UHFFFAOYSA-N,2.9,1,N = 1,1.5 ≤ logP ≤ 3.0,2,229.27899999999994,42.24,1,3,17,False,True,True,False,False,CC1=CC(=O)OC2=C3CCCNC3=C(C)C=C12,C14H15NO2,HNBLXGUKCHVXSO,True,False,False,False,True
SANG_CMR_EXT_108,R59815251,CHEMBL467028,,O=c1oc2ccc(O)cc2cc1-c1ccccc1,CYKDIFJDBMRWNV-UHFFFAOYSA-N,3.12,0,N = 0,logP > 3.0,3,238.242,50.44,1,3,18,False,True,True,False,False,OC1=CC=C2OC(=O)C(=CC2=C1)C1=CC=CC=C1,C15H10O3,CYKDIFJDBMRWNV,True,False,False,False,True
SANG_CMR_EXT_109,R59815363,CHEMBL486894,,O=c1oc2ccc(O)cc2cc1-c1ccc(O)cc1,XUTYAUVYVISBAC-UHFFFAOYSA-N,2.9,0,N = 0,1.5 ≤ logP ≤ 3.0,4,254.24099999999999,70.67,2,4,19,False,True,True,False,False,OC1=CC=C(C=C1)C1=CC2=CC(O)=CC=C2OC1=O,C15H10O4,XUTYAUVYVISBAC,True,False,False,False,True
SANG_CMR_EXT_110,R59815418,CHEMBL155103,,CCOC(=O)c1cc2ccc(O)cc2oc1=O,IETDBZQIWIJQJG-UHFFFAOYSA-N,1.2,0,N = 0,logP < 1.5,5,234.20699999999997,76.74000000000001,1,5,17,False,True,True,False,False,CCOC(=O)C1=CC2=CC=C(O)C=C2OC1=O,C12H10O5,IETDBZQIWIJQJG,True,False,False,False,True
SANG_CMR_EXT_111,R59815473,CHEMBL510349,,O=c1oc2ccccc2cc1-c1ccccc1,HWDSXZLYIKESML-UHFFFAOYSA-N,3.22,0,N = 0,logP > 3.0,2,222.243,30.21,0,2,17,False,True,True,False,False,O=C1OC2=CC=CC=C2C=C1C1=CC=CC=C1,C15H10O2,HWDSXZLYIKESML,True,False,False,False,True
SANG_CMR_EXT_112,R59815583,CHEMBL191528,,CCOc1ccc2ccc(=O)oc2c1,LIFAQMGORKPVDH-UHFFFAOYSA-N,2.2,0,N = 0,1.5 ≤ logP ≤ 3.0,3,190.19799999999995,39.44,0,3,14,False,True,True,False,False,CCOC1=CC=C2C=CC(=O)OC2=C1,C11H10O3,LIFAQMGORKPVDH,True,False,False,False,True
SANG_CMR_EXT_113,R59815636,CHEMBL1777848,,O=c1oc2c(O)cccc2cc1-c1ccc(O)cc1,HXOYIYQATHNBKZ-UHFFFAOYSA-N,2.8,0,N = 0,1.5 ≤ logP ≤ 3.0,4,254.24099999999999,70.67,2,4,19,False,True,True,False,False,OC1=CC=C(C=C1)C1=CC2=CC=CC(O)=C2OC1=O,C15H10O4,HXOYIYQATHNBKZ,True,False,False,False,True
SANG_CMR_EXT_114,R59815657,CHEMBL1915315,,O=c1oc2cc(O)ccc2cc1-c1ccc(O)cc1,FLVROUNAFWXBQG-UHFFFAOYSA-N,2.9,0,N = 0,1.5 ≤ logP ≤ 3.0,4,254.24099999999999,70.67,2,4,19,False,True,True,False,False,OC1=CC=C(C=C1)C1=CC2=CC=C(O)C=C2OC1=O,C15H10O4,FLVROUNAFWXBQG,True,False,False,False,True
SANG_CMR_EXT_115,R59815992,CHEMBL71271,,O=c1oc2ccccc2cc1-c1ccc(O)cc1,ROGXIFKSIOPJFE-UHFFFAOYSA-N,3.0,0,N = 0,1.5 ≤ logP ≤ 3.0,3,238.242,50.44,1,3,18,False,True,True,False,False,OC1=CC=C(C=C1)C1=CC2=CC=CC=C2OC1=O,C15H10O3,ROGXIFKSIOPJFE,True,False,False,False,True
SANG_CMR_EXT_116,R59816276,CHEMBL1258188,,COc1ccc(-c2c(C)c3ccc(OC)cc3oc2=O)cc1,QKTZSGVZWBCCAP-UHFFFAOYSA-N,3.31,0,N = 0,logP > 3.0,4,296.322,48.67,0,4,22,False,True,True,False,False,COC1=CC=C(C=C1)C1=C(C)C2=CC=C(OC)C=C2OC1=O,C18H16O4,QKTZSGVZWBCCAP,True,False,False,False,True
SANG_CMR_EXT_117,R59822998,,,CC(=O)c1cc2ccc(O)cc2oc1=O,BRQZHMHHZLRXOO-UHFFFAOYSA-N,1.21,0,N = 0,logP < 1.5,4,204.18099999999995,67.50999999999999,1,4,15,False,True,True,False,False,CC(=O)C1=CC2=CC=C(O)C=C2OC1=O,C11H8O4,BRQZHMHHZLRXOO,True,False,False,False,True
SANG_CMR_EXT_118,R59824892,"Benzamide, N-[7-[[6-deoxy-5-C-methyl-4-O-methyl-α-L-lyxohexopyranosyl]oxy]-8-chloro-4-hydroxy-2-oxo-2H-1-benzopyran-3-yl]-4-hydroxy-3-(3-methyl-2-butenyl)-",75057-95-3,COC1C(O)C(O)C(O)C(Oc2ccc3c(O)c(NC(=O)c4ccc(O)c(CC=C(C)C)c4)c(=O)oc3c2Cl)OC1(C)C,UNHOCNUKAMXNIW-UHFFFAOYSA-N,1.85,1,N = 1,1.5 ≤ logP ≤ 3.0,11,620.0510000000002,188.15,6,11,43,False,True,True,False,False,COC1C(O)C(O)C(O)C(OC2=CC=C3C(O)=C(NC(=O)C4=CC=C(O)C(CC=C(C)C)=C4)C(=O)OC3=C2Cl)OC1(C)C,C30H34ClNO11,UNHOCNUKAMXNIW,True,False,False,False,True
SANG_CMR_EXT_119,R59824908,"Benzamide, N-[7-[(6-deoxy-5-C-methyl-4-O-methyl-α-L-lyxohexopyranosyl)oxy]-4-hydroxy-8-methyl-2-oxo-2H-1-benzopyran-3-yl]-4-hydroxy-3-(3-methyl-2-butenyl)-",75057-97-5,CO[C@@H]1[C@@H](O)[C@@H](O)[C@H](Oc2ccc3c(O)c(NC(=O)c4ccc(O)c(CC=C(C)C)c4)c(=O)oc3c2C)OC1(C)C,UZHGFJZFJRMSOS-NANZAVOOSA-N,1.39,1,N = 1,logP < 1.5,10,569.6070000000003,167.92,5,10,41,False,True,True,False,False,CO[C@@H]1[C@@H](O)[C@@H](O)[C@H](OC2=C(C)C3=C(C=C2)C(O)=C(NC(=O)C2=CC(CC=C(C)C)=C(O)C=C2)C(=O)O3)OC1(C)C,C30H35NO10,UZHGFJZFJRMSOS,True,False,False,False,True
SANG_CMR_EXT_120,R59824918,"Benzamide, N-[7-[[3-O-(aminocarbonyl)-6-deoxy-5-C-methyl-4-O-methyl-α-L-lyxohexopyranosyl]oxy]-4-hydroxy-8-methyl-2-oxo-2H-1-benzopyran-3-yl]-4-hydroxy-3-(3-methyl-2-butenyl)-",303-81-1,CO[C@@H]1[C@@H](OC(N)=O)[C@@H](O)[C@H](Oc2ccc3c(O)c(NC(=O)c4ccc(O)c(CC=C(C)C)c4)c(=O)oc3c2C)OC1(C)C,YJQPYGGHQPGBLI-KGSXXDOSSA-N,1.33,2,N = 2–3,logP < 1.5,11,612.6320000000002,200.00999999999996,5,11,44,False,True,True,False,False,CO[C@@H]1[C@@H](OC(N)=O)[C@@H](O)[C@H](OC2=CC=C3C(O)=C(NC(=O)C4=CC(CC=C(C)C)=C(O)C=C4)C(=O)OC3=C2C)OC1(C)C,C31H36N2O11,YJQPYGGHQPGBLI,True,False,False,False,True
SANG_CMR_EXT_121,R59824938,"1H-Pyrrole-2-carboxylic acid, 5-methyl-, 3'-ester with N-[8-chloro-7-[(6-deoxy-5-C-methyl-4-O-methyl-α-L-lyxohexopyranosyl)oxy]-4-hydroxy-2-oxo-2H-1-benzopyran-3-yl-4-hydroxy-3-(3-methyl-2-butenyl)benzamide",39868-96-7,CO[C@H]1[C@H](OC(=O)c2ccc(C)[nH]2)[C@H](O)[C@H](Oc2ccc3c(O)c(NC(=O)c4ccc(O)c(CC=C(C)C)c4)c(=O)oc3c2Cl)OC1(C)C,FJAQNRBDVKIIKK-AKMMMNCQSA-N,3.2,2,N = 2–3,logP > 3.0,11,697.1370000000002,189.78,5,11,49,False,True,True,False,False,CO[C@H]1[C@H](OC(=O)C2=CC=C(C)N2)[C@H](O)[C@H](OC2=C(Cl)C3=C(C=C2)C(O)=C(NC(=O)C2=CC(CC=C(C)C)=C(O)C=C2)C(=O)O3)OC1(C)C,C35H37ClN2O11,FJAQNRBDVKIIKK,True,False,False,False,True
SANG_CMR_EXT_122,R59824939,"1H-Pyrrole-2-carboxylic acid, 5-methyl-, 3'-ester with N-[7-[(6-deoxy-5-C-methyl-4-O-methyl-α-L-lyxohexopyranosyl)oxy]-4-hydroxy-2-oxo-2H-1-benzopyran-3-yl]-4-hydroxy-3-(3-methyl-2-butenyl)benzamide",75057-96-4,COC1C(OC(=O)c2ccc(C)[nH]2)C(O)C(Oc2ccc3c(O)c(NC(=O)c4ccc(O)c(CC=C(C)C)c4)c(=O)oc3c2)OC1(C)C,GMMYCBAAMDJSHV-UHFFFAOYSA-N,1.86,2,N = 2–3,1.5 ≤ logP ≤ 3.0,11,662.6920000000002,189.78,5,11,48,False,True,True,False,False,COC1C(OC(=O)C2=CC=C(C)N2)C(O)C(OC2=CC=C3C(O)=C(NC(=O)C4=CC=C(O)C(CC=C(C)C)=C4)C(=O)OC3=C2)OC1(C)C,C35H38N2O11,GMMYCBAAMDJSHV,True,False,False,False,True
SANG_CMR_EXT_123,R59824940,"1H-Pyrrole-2-carboxylic acid, 5-methyl-, 3'-ester with N-[8-chloro-7-[(6-deoxy-5-C-methyl-4-O-methyl-α-L-lyxohexopyranosyl)oxy]-4-hydroxy-2-oxo-2H-1-benzopyran-3-yl-4-hydroxy-3-(3-methylbutyl)benzamide",75061-28-8,CO[C@H]1[C@@H](OC(=O)c2ccc(C)[nH]2)[C@@H](O)[C@H](Oc2ccc3c(O)c(NC(=O)c4ccc(O)c(CCC(C)C)c4)c(=O)oc3c2Cl)OC1(C)C,OQFNFMBPTIKDAN-FWKPNULXSA-N,3.73,2,N = 2–3,logP > 3.0,11,699.1530000000001,189.78,5,11,49,False,True,True,False,False,CO[C@H]1[C@@H](OC(=O)C2=CC=C(C)N2)[C@@H](O)[C@H](OC2=C(Cl)C3=C(C=C2)C(O)=C(NC(=O)C2=CC(CCC(C)C)=C(O)C=C2)C(=O)O3)OC1(C)C,C35H39ClN2O11,OQFNFMBPTIKDAN,True,False,False,False,True
SANG_CMR_EXT_124,R59824953,"Benzoic acid, ester with N-[7-[(6-deoxy-5-C-methyl-4-O-methyl-α-L-lyxohexopyranosyl)oxy]-4-hydroxy-8-methyl-2-oxo-2H-1-benzopyran-3-yl]-4-hydroxy-3-(3-methyl-2-butenyl)benzamide",75057-93-1,COC1C(OC(=O)c2ccccc2)C(O)C(Oc2ccc3c(O)c(NC(=O)c4ccc(O)c(CC=C(C)C)c4)c(=O)oc3c2C)OC1(C)C,ZULADMPITBFXSX-UHFFFAOYSA-N,2.67,1,N = 1,1.5 ≤ logP ≤ 3.0,11,673.7150000000001,173.98999999999998,4,11,49,False,True,True,False,False,COC1C(OC(=O)C2=CC=CC=C2)C(O)C(OC2=C(C)C3=C(C=C2)C(O)=C(NC(=O)C2=CC=C(O)C(CC=C(C)C)=C2)C(=O)O3)OC1(C)C,C37H39NO11,ZULADMPITBFXSX,True,False,False,False,True
SANG_CMR_EXT_125,R38354410,Punicalagin,65995-63-3,O=CC1OC(=O)c2cc(O)c(O)c(O)c2-c2c(cc(O)c(O)c2O)C(=O)OC1C1OC(=O)c2cc(O)c(O)c(O)c2-c2c(O)c(O)c3oc(=O)c4c(c(O)c(O)c5oc(=O)c2c3c54)-c2c(cc(O)c(O)c2O)C(=O)OCC1O,SKNLUADAGHCXKF-UHFFFAOYSA-N,-2.7,0,N = 0,logP < 1.5,30,1084.7220000000002,526.6,17,30,78,False,True,True,False,False,OC1COC(=O)C2=CC(O)=C(O)C(O)=C2C2=C(O)C(O)=C3OC(=O)C4=C5C(OC(=O)C2=C35)=C(O)C(O)=C4C2=C(O)C(O)=C(O)C=C2C(=O)OC1C1OC(=O)C2=CC(O)=C(O)C(O)=C2C2=C(O)C(O)=C(O)C=C2C(=O)OC1C=O,C48H28O30,SKNLUADAGHCXKF,True,False,False,False,True
SANG_CMR_EXT_126,R38354413,Terflavin,103744-85-0,O=C(OC[C@H]1OC(O)[C@@H]2OC(=O)c3cc(O)c(O)c(O)c3-c3c(cc(O)c(O)c3O)C(=O)O[C@H]2[C@@H]1OC(=O)c1cc(O)c(O)c(O)c1-c1c(O)c(O)c2oc(=O)c3cc(O)c(O)c4oc(=O)c1c2c43)c1cc(O)c(O)c(O)c1,GUFQOTZNNCMJKO-XYVIXAOVSA-N,-2.15,0,N = 0,logP < 1.5,30,1086.7380000000003,518.7600000000001,17,30,78,False,True,True,False,False,OC1O[C@H](COC(=O)C2=CC(O)=C(O)C(O)=C2)[C@@H](OC(=O)C2=CC(O)=C(O)C(O)=C2C2=C(O)C(O)=C3OC(=O)C4=CC(O)=C(O)C5=C4C3=C2C(=O)O5)[C@@H]2OC(=O)C3=CC(O)=C(O)C(O)=C3C3=C(O)C(O)=C(O)C=C3C(=O)O[C@@H]12,C48H30O30,GUFQOTZNNCMJKO,True,False,False,False,True
