Sangster_ID,Name,CASRN,SMILES,logP_exp,Canonical_SMILES,InChIKey,Formula,InChIKey_first_block,valid_mol,strict_coumarin_core,aromatic_coumarin_core,four_hydroxycoumarin_like,strict_coumarin_any,name_contains_coumarin,coumarin_candidate_any,overlap_exact_inchikey_with_95,overlap_first_block_with_95
R38338796,"β-D-Glucopyranosiduronic acid, 2-oxo-2H-1-benzopyran-7-yl, methyl ester",,COC(=O)C1OC(OC2=CC3=C(C=CC(=O)O3)C=C2)C(O)C(O)C1O,-1.08,COC(=O)C1OC(Oc2ccc3ccc(=O)oc3c2)C(O)C(O)C1O,NLCKRAQRRCQKMC-UHFFFAOYSA-N,C16H16O9,NLCKRAQRRCQKMC,True,False,True,False,True,False,True,False,False
R38338797,"β-D-Glucopyranosiduronic acid, 4-methyl-2-oxo-2H-1-benzopyran-7-yl-",6160-80-1,CC1=CC(=O)OC2=C1C=CC(O[C@@H]1O[C@@H]([C@@H](O)[C@H](O)[C@H]1O)C(O)=O)=C2,-0.39,Cc1cc(=O)oc2cc(O[C@@H]3O[C@H](C(=O)O)[C@@H](O)[C@H](O)[C@H]3O)ccc12,ARQXEQLMMNGFDU-JHZZJYKESA-N,C16H16O9,ARQXEQLMMNGFDU,True,False,True,False,True,False,True,False,False
R38339064,"2H-1-Benzopyran-4-propanamide, α-(acetylamino)-6,7-dimethoxy-2-oxo-",235436-95-0,COC1=C(OC)C=C2C(CC(NC(C)=O)C(N)=O)=CC(=O)OC2=C1,-0.13,COc1cc2oc(=O)cc(CC(NC(C)=O)C(N)=O)c2cc1OC,ZRJPZZCTEXEESB-UHFFFAOYSA-N,C16H18N2O6,ZRJPZZCTEXEESB,True,False,True,False,True,False,True,False,False
R38339104,"2H-1-Benzopyran-2-one, 6-(β-D-glucopyranosyloxy)-4-methyl-",152538-38-0,CC1=CC(=O)OC2=C1C=C(OC1OC(CO)C(O)C(O)C1O)C=C2,-0.66,Cc1cc(=O)oc2ccc(OC3OC(CO)C(O)C(O)C3O)cc12,CIGDOCXLYWEOSA-UHFFFAOYSA-N,C16H18O8,CIGDOCXLYWEOSA,True,False,True,False,True,True,True,False,False
R38340601,"7H-Furo[3,2-g]benzopyran-7-one, 4-methoxy-9-[(3-methyl-2-buten-1-yl)oxy]-",2543-94-4,COC1=C2C=Cc(=O)OC2=C(OCC=C(C)C)C2=C1C=CO2,3.86,COc1c2ccoc2c(OCC=C(C)C)c2oc(=O)ccc12,BMLZFLQMBMYVHG-UHFFFAOYSA-N,C17H16O5,BMLZFLQMBMYVHG,True,False,True,False,True,False,True,False,False
R38342130,"2H-1-Benzopyran-2-one, 6-chloro-[3-(4-pyridinyl)-7H-1,2,4-triazolo[3,4-b][1,3,4]thiadiazin-6-yl]-",,ClC1=CC=C2OC(=O)C(=CC2=C1)C1=NN2C(SC1)=NN=C2C1=CC=NC=C1,1.18,O=c1oc2ccc(Cl)cc2cc1C1=Nn2c(nnc2-c2ccncc2)SC1,MWUUGLZIWDHJQV-UHFFFAOYSA-N,C18H10ClN5O2S,MWUUGLZIWDHJQV,True,False,True,False,True,True,True,False,False
R38343966,"2H-1-Benzopyran-2-one, 6-chloro-3-[3-(3-bromophenyl)-7H-1,2,4-triazolo[3,4-b][1,3,4]thiadiazin-6-yl]-",,ClC1=CC=C2OC(=O)C(=CC2=C1)C1=NN2C(SC1)=NN=C2C1=CC(Br)=CC=C1,1.53,O=c1oc2ccc(Cl)cc2cc1C1=Nn2c(nnc2-c2cccc(Br)c2)SC1,KVEWBJNNCHKCFO-UHFFFAOYSA-N,C19H10BrClN4O2S,KVEWBJNNCHKCFO,True,False,True,False,True,True,True,False,False
R38343967,"2H-1-Benzopyran-2-one, 6-chloro-[3-(4-bromophenyl)-7H-1,3,4-triazolo[3,4-b][1,3,4]thiadiazin-6-yl]-",,ClC1=CC=C2OC(=O)C(=CC2=C1)C1=NN2C(SC1)=NN=C2C1=CC=C(Br)C=C1,1.51,O=c1oc2ccc(Cl)cc2cc1C1=Nn2c(nnc2-c2ccc(Br)cc2)SC1,TTZJFHZVTRVBAG-UHFFFAOYSA-N,C19H10BrClN4O2S,TTZJFHZVTRVBAG,True,False,True,False,True,True,True,False,False
R38343969,"2H-1-Benzopyran-2-one, 6-chloro-3-[3-(2-chlorophenyl)-7H-1,2,4-triazolo[3,4-b][1,3,4]thiadiazin-6-yl]-",,ClC1=CC=C2OC(=O)C(=CC2=C1)C1=NN2C(SC1)=NN=C2C1=CC=CC=C1Cl,1.53,O=c1oc2ccc(Cl)cc2cc1C1=Nn2c(nnc2-c2ccccc2Cl)SC1,RMZGSUWUYHMBRS-UHFFFAOYSA-N,C19H10Cl2N4O2S,RMZGSUWUYHMBRS,True,False,True,False,True,True,True,False,False
R38343970,"2H-1-Benzopyran-2-one, 6-chloro-3-[3-(4-chlorophenyl)-7H-1,2,4-triazolo[3,4-b][1,3,4]thiadiazin-6-yl]-",,ClC1=CC=C(C=C1)C1=NN=C2SCC(=NN12)C1=CC2=CC(Cl)=CC=C2OC1=O,1.49,O=c1oc2ccc(Cl)cc2cc1C1=Nn2c(nnc2-c2ccc(Cl)cc2)SC1,NTTLKHNYGSQYDW-UHFFFAOYSA-N,C19H10Cl2N4O2S,NTTLKHNYGSQYDW,True,False,True,False,True,True,True,False,False
R38343974,"2H-1,4-Benzodiazepin-2-one, 6-chloro-3-(3-phenyl-7H-1,2,4-triazolo[3,4-b][1,3,4]thiadiazin-6-yl)-",,ClC1=CC2=C(OC(=O)C(=C2)C2=NN3C(SC2)=NN=C3C2=CC=CC=C2)C=C1,1.27,O=c1oc2ccc(Cl)cc2cc1C1=Nn2c(nnc2-c2ccccc2)SC1,YLLKQYWDSDSSRU-UHFFFAOYSA-N,C19H11ClN4O2S,YLLKQYWDSDSSRU,True,False,True,False,True,False,True,False,False
R38343975,"2H-1-Benzopyran-2-one, 6-chloro-3-[3-(2-hydroxyphenyl)-7H-1,2,4-triazolo[3,4-b][1,3,4]thiadiazin-6-yl]-",,OC1=CC=CC=C1C1=NN=C2SCC(=NN12)C1=CC2=CC(Cl)=CC=C2OC1=O,0.36,O=c1oc2ccc(Cl)cc2cc1C1=Nn2c(nnc2-c2ccccc2O)SC1,AIGNWEBTXMVSQX-UHFFFAOYSA-N,C19H11ClN4O3S,AIGNWEBTXMVSQX,True,False,True,False,True,True,True,False,False
R38343998,"2H-1-Benzopyran-2-one, 3,3'-methylenebis(4-hydroxy-",66-76-2,OC1=C(CC2=C(O)C3=CC=CC=C3OC2=O)C(=O)OC2=CC=CC=C12,1.83,O=c1oc2ccccc2c(O)c1Cc1c(O)c2ccccc2oc1=O,DOBMPNYZJYQDGZ-UHFFFAOYSA-N,C19H12O6,DOBMPNYZJYQDGZ,True,False,True,False,True,True,True,False,False
R38344170,"2H-1-Benzopyran-2-one, 4-hydroxy-3-(1,2,3,4-tetrahydro-1-naphthalenyl)-",5836-29-3,OC1=C(C2CCCC3=CC=CC=C23)C(=O)OC2=CC=CC=C12,3.46,O=c1oc2ccccc2c(O)c1C1CCCc2ccccc21,ULSLJYXHZDTLQK-UHFFFAOYSA-N,C19H16O3,ULSLJYXHZDTLQK,True,False,True,False,True,True,True,False,False
R38345453,"2H-1-Benzopyran-2-one, 6-chloro-3-[3-[2,4-dichlorophenoxy(methyl)]-7H-1,2,4-triazolo[3,4-b][1,3,4]thiadiazin-6-yl]-",,ClC1=CC=C(OCC2=NN=C3SCC(=NN23)C2=CC3=CC(Cl)=CC=C3OC2=O)C(Cl)=C1,1.4,O=c1oc2ccc(Cl)cc2cc1C1=Nn2c(COc3ccc(Cl)cc3Cl)nnc2SC1,DDLRYSXENUNSBK-UHFFFAOYSA-N,C20H11Cl3N4O3S,DDLRYSXENUNSBK,True,False,True,False,True,True,True,False,False
R38345491,"2H-1-Benzopyran-2-one, 6-chloro-3-[3-[4-chlorophenoxy(methyl)]-7H-1,2,4-triazolo[3,4-b][1,3,4]thiadiazin-6-yl]-",,ClC1=CC=C(OCC2=NN=C3SCC(=NN23)C2=CC3=CC(Cl)=CC=C3OC2=O)C=C1,1.33,O=c1oc2ccc(Cl)cc2cc1C1=Nn2c(COc3ccc(Cl)cc3)nnc2SC1,OJDJGTAICJBJNI-UHFFFAOYSA-N,C20H12Cl2N4O3S,OJDJGTAICJBJNI,True,False,True,False,True,True,True,False,False
R38345529,"2H-1-Benzopyran-2-one, 3,3'-ethylidenebis[4-hydroxy-",1821-16-5,CC(C1=C(O)C2=CC=CC=C2OC1=O)C1=C(O)C2=CC=CC=C2OC1=O,0.43,CC(c1c(O)c2ccccc2oc1=O)c1c(O)c2ccccc2oc1=O,CPDOMNNHJSTWKL-UHFFFAOYSA-N,C20H14O6,CPDOMNNHJSTWKL,True,False,True,False,True,True,True,False,False
R38346953,"2H-1-Benzopyran-2-one, 3,3'-propylidenebis[4-hydroxy-",1821-17-6,CCC(C1=C(O)C2=CC=CC=C2OC1=O)C1=C(O)C2=CC=CC=C2OC1=O,2.02,CCC(c1c(O)c2ccccc2oc1=O)c1c(O)c2ccccc2oc1=O,OGEBNMPQRNZRJK-UHFFFAOYSA-N,C21H16O6,OGEBNMPQRNZRJK,True,False,True,False,True,True,True,False,False
R38347321,"2-Butenoic acid, 2-methyl-, (9R,10R)-10-(acetyloxy)-9,10-dihydro-8,8-dimethyl-2-oxo-2H,8H-benzo[1,2-b:3,4-b']dipyran-9-yl ester, (2Z)-",14017-71-1,CC=C(C)C(=O)OC1C(OC(C)=O)C2=C(OC1(C)C)C=CC1=C2OC(=O)C=C1,3.75,CC=C(C)C(=O)OC1C(OC(C)=O)c2c(ccc3ccc(=O)oc23)OC1(C)C,XGPBRZDOJDLKOT-UHFFFAOYSA-N,C21H22O7,XGPBRZDOJDLKOT,True,False,True,False,True,False,True,False,False
R38348417,"2H-1-Benzopyran-2-one, 3,3'-butylidenebis[4-hydroxy-",1821-18-7,CCCC(C1=C(O)C2=CC=CC=C2OC1=O)C1=C(O)C2=CC=CC=C2OC1=O,2.31,CCCC(c1c(O)c2ccccc2oc1=O)c1c(O)c2ccccc2oc1=O,WDMKQGDXHVGITQ-UHFFFAOYSA-N,C22H18O6,WDMKQGDXHVGITQ,True,False,True,False,True,True,True,False,False
R38349491,"2H-1-Benzopyran-2-one, 4,8-dimethyl-7-[2-oxo-2-[3-(4-methylphenyl)-2,4,5-trioxo-1-imidazolidinyl]ethoxy]-",402618-15-9,CC1=CC=C(C=C1)N1C(=O)N(C(=O)COC2=CC=C3C(C)=CC(=O)OC3=C2C)C(=O)C1=O,0.84,Cc1ccc(N2C(=O)C(=O)N(C(=O)COc3ccc4c(C)cc(=O)oc4c3C)C2=O)cc1,AQEKLENQBDMICL-UHFFFAOYSA-N,C23H18N2O7,AQEKLENQBDMICL,True,False,True,False,True,True,True,False,False
R38349578,"2H-1-Benzopyran-2-one, 3,3'-pentylidenebis[4-hydroxy-",53457-92-4,CCCCC(C1=C(O)C2=CC=CC=C2OC1=O)C1=C(O)C2=CC=CC=C2OC1=O,2.69,CCCCC(c1c(O)c2ccccc2oc1=O)c1c(O)c2ccccc2oc1=O,AYSWHCWHSFNFHB-UHFFFAOYSA-N,C23H20O6,AYSWHCWHSFNFHB,True,False,True,False,True,True,True,False,False
R38350394,"2H-1-Benzopyran-2-one, 4,8-dimethyl-7-[2-oxo-2-[3-(2-methylphenyl)-2,4,5-trioxo-1-imidazolidinyl]ethoxy]-",,CC1=CC=CC=C1N1C(=O)N(C(=O)CCOC2=CC=C3C(C)=CC(=O)OC3=C2C)C(=O)C1=O,0.98,Cc1ccccc1N1C(=O)C(=O)N(C(=O)CCOc2ccc3c(C)cc(=O)oc3c2C)C1=O,GBAZUCQLOKFVDM-UHFFFAOYSA-N,C24H20N2O7,GBAZUCQLOKFVDM,True,False,True,False,True,True,True,False,False
R38350598,"2-Butenoic acid, 2-methyl-, 1,1'-[(9R,10R)-9,10-dihydro-8,8-dimethyl-2-oxo-2H,8H-benzo[1,2-b:3,4-b']dipyran-9,10-diyl] ester, (2Z, 2Z')-; anomalin",4970-26-7,C\C=C(/C)C(=O)OC1[C@@H](OC(=O)C(\C)=C\C)C(C)(C)OC2=C1C1=C(C=CC(=O)O1)C=C2,4.41,C/C=C(\C)C(=O)OC1c2c(ccc3ccc(=O)oc23)OC(C)(C)[C@@H]1OC(=O)/C(C)=C/C,PNTWXEIQXBRCPS-PKUPAAOKSA-N,C24H26O7,PNTWXEIQXBRCPS,True,False,True,False,True,False,True,False,False
R38351029,"2H-1-Benzopyran-2-one, α,α'-(phenylmethylene)bis[4-hydroxy-",1821-19-8,OC1=C(C(C2=CC=CC=C2)C2=C(O)C3=CC=CC=C3OC2=O)C(=O)OC2=CC=CC=C12,1.95,O=c1oc2ccccc2c(O)c1C(c1ccccc1)c1c(O)c2ccccc2oc1=O,GGWIGGMSOWGWLR-UHFFFAOYSA-N,C25H16O6,GGWIGGMSOWGWLR,True,False,True,False,True,True,True,False,False
R38351465,isolaserpitin,16836-36-5,C\C=C(\C)C(=O)O[C@H]1[C@@H](O)C2=C(OC1(C)C)C=CC1=C2OC(=O)C=C1,3.56,C/C=C(/C)C(=O)O[C@H]1[C@@H](O)c2c(ccc3ccc(=O)oc23)OC1(C)C,KJWFOHVSTFGWGZ-ODZVBOMLSA-N,C19H20O6,KJWFOHVSTFGWGZ,True,False,True,False,True,False,True,False,False
R38351528,"2H-1-Benzopyran-2-one, 3,3'-[2-methoxyphenyl(methylene)]bis-",,COC1=CC=CC=C1C(C1=CC2=CC=CC=C2OC1=O)C1=CC2=CC=CC=C2OC1=O,2.5,COc1ccccc1C(c1cc2ccccc2oc1=O)c1cc2ccccc2oc1=O,APZGEQBVWPCYAG-UHFFFAOYSA-N,C26H18O5,APZGEQBVWPCYAG,True,False,True,False,True,True,True,False,False
R38353267,"Benzo[h][1]benzopyrano[5,4,3-cde][1]benzopyran-5,12-dione, 10-[[6-deoxy-2-O-(6-deoxy-3-O-methyl-α-D-galactopyranosyl)-β-D-galactopyranosyl]oxy]-6-hydroxy-1-methyl-",6377-18-0,CO[C@H]1[C@@H](O)[C@@H](C)O[C@H](O[C@@H]2[C@@H](O)[C@@H](O)[C@@H](C)O[C@H]2OC2=CC=CC3=C2C2=C4C(C(=O)OC5=C4C(=C(C)C=C5)C(=O)O2)=C3O)[C@@H]1O,1.8,CO[C@H]1[C@@H](O)[C@@H](C)O[C@H](O[C@H]2[C@H](Oc3cccc4c(O)c5c(=O)oc6ccc(C)c7c(=O)oc(c34)c5c67)O[C@H](C)[C@H](O)[C@@H]2O)[C@@H]1O,PONPPNYZKHNPKZ-RYBWXQSLSA-N,C32H32O14,PONPPNYZKHNPKZ,True,False,True,False,True,False,True,False,False
R38353381,"2H-1-Benzopyran-2-one, 4-hydroxy-3-[1,2,3,4-tetrahydro-3-[4-[[4-(trifluoromethyl)phenyl]methoxy]phenyl]-1-naphthalenyl]-",90035-08-8,OC1=C(C2CC(CC3=CC=CC=C23)C2=CC=C(OCC3=CC=C(C=C3)C(F)(F)F)C=C2)C(=O)OC2=CC=CC=C12,4.7,O=c1oc2ccccc2c(O)c1C1CC(c2ccc(OCc3ccc(C(F)(F)F)cc3)cc2)Cc2ccccc21,KKBGNYHHEIAGOH-UHFFFAOYSA-N,C33H25F3O4,KKBGNYHHEIAGOH,True,False,True,False,True,True,True,False,False
R59814140,CHEMBL1451129,,CC1=CC(=O)OC2=CC3=C(CCCN3)C=C12,2.7,Cc1cc(=O)oc2cc3c(cc12)CCCN3,PZTQNUMZYIQRGY-UHFFFAOYSA-N,C13H13NO2,PZTQNUMZYIQRGY,True,False,True,False,True,False,True,False,False
R59814390,CHEMBL379350,,CCN(CC)C1=CC=C2C=C(C(C)=O)C(=O)OC2=C1,2.0,CCN(CC)c1ccc2cc(C(C)=O)c(=O)oc2c1,JQYDECSZBZCKFQ-UHFFFAOYSA-N,C15H17NO3,JQYDECSZBZCKFQ,True,False,True,False,True,False,True,False,False
R59814734,CHEMBL1255978,,CC1=C(C(=O)OC2=CC(O)=CC=C12)C1=CC=C(O)C=C1,2.8,Cc1c(-c2ccc(O)cc2)c(=O)oc2cc(O)ccc12,NWVKVBBNCRPFPD-UHFFFAOYSA-N,C16H12O4,NWVKVBBNCRPFPD,True,False,True,False,True,False,True,False,False
R59815073,CHEMBL1442864,,CC1=CC(=O)OC2=C3CCCNC3=C(C)C=C12,2.9,Cc1cc2c(C)cc(=O)oc2c2c1NCCC2,HNBLXGUKCHVXSO-UHFFFAOYSA-N,C14H15NO2,HNBLXGUKCHVXSO,True,False,True,False,True,False,True,False,False
R59815251,CHEMBL467028,,OC1=CC=C2OC(=O)C(=CC2=C1)C1=CC=CC=C1,3.12,O=c1oc2ccc(O)cc2cc1-c1ccccc1,CYKDIFJDBMRWNV-UHFFFAOYSA-N,C15H10O3,CYKDIFJDBMRWNV,True,False,True,False,True,False,True,False,False
R59815363,CHEMBL486894,,OC1=CC=C(C=C1)C1=CC2=CC(O)=CC=C2OC1=O,2.9,O=c1oc2ccc(O)cc2cc1-c1ccc(O)cc1,XUTYAUVYVISBAC-UHFFFAOYSA-N,C15H10O4,XUTYAUVYVISBAC,True,False,True,False,True,False,True,False,False
R59815418,CHEMBL155103,,CCOC(=O)C1=CC2=CC=C(O)C=C2OC1=O,1.2,CCOC(=O)c1cc2ccc(O)cc2oc1=O,IETDBZQIWIJQJG-UHFFFAOYSA-N,C12H10O5,IETDBZQIWIJQJG,True,False,True,False,True,False,True,False,False
R59815473,CHEMBL510349,,O=C1OC2=CC=CC=C2C=C1C1=CC=CC=C1,3.22,O=c1oc2ccccc2cc1-c1ccccc1,HWDSXZLYIKESML-UHFFFAOYSA-N,C15H10O2,HWDSXZLYIKESML,True,False,True,False,True,False,True,False,False
R59815583,CHEMBL191528,,CCOC1=CC=C2C=CC(=O)OC2=C1,2.2,CCOc1ccc2ccc(=O)oc2c1,LIFAQMGORKPVDH-UHFFFAOYSA-N,C11H10O3,LIFAQMGORKPVDH,True,False,True,False,True,False,True,False,False
R59815636,CHEMBL1777848,,OC1=CC=C(C=C1)C1=CC2=CC=CC(O)=C2OC1=O,2.8,O=c1oc2c(O)cccc2cc1-c1ccc(O)cc1,HXOYIYQATHNBKZ-UHFFFAOYSA-N,C15H10O4,HXOYIYQATHNBKZ,True,False,True,False,True,False,True,False,False
R59815657,CHEMBL1915315,,OC1=CC=C(C=C1)C1=CC2=CC=C(O)C=C2OC1=O,2.9,O=c1oc2cc(O)ccc2cc1-c1ccc(O)cc1,FLVROUNAFWXBQG-UHFFFAOYSA-N,C15H10O4,FLVROUNAFWXBQG,True,False,True,False,True,False,True,False,False
R59815992,CHEMBL71271,,OC1=CC=C(C=C1)C1=CC2=CC=CC=C2OC1=O,3.0,O=c1oc2ccccc2cc1-c1ccc(O)cc1,ROGXIFKSIOPJFE-UHFFFAOYSA-N,C15H10O3,ROGXIFKSIOPJFE,True,False,True,False,True,False,True,False,False
R59816276,CHEMBL1258188,,COC1=CC=C(C=C1)C1=C(C)C2=CC=C(OC)C=C2OC1=O,3.31,COc1ccc(-c2c(C)c3ccc(OC)cc3oc2=O)cc1,QKTZSGVZWBCCAP-UHFFFAOYSA-N,C18H16O4,QKTZSGVZWBCCAP,True,False,True,False,True,False,True,False,False
R59822998,,,CC(=O)C1=CC2=CC=C(O)C=C2OC1=O,1.21,CC(=O)c1cc2ccc(O)cc2oc1=O,BRQZHMHHZLRXOO-UHFFFAOYSA-N,C11H8O4,BRQZHMHHZLRXOO,True,False,True,False,True,False,True,False,False
R59824892,"Benzamide, N-[7-[[6-deoxy-5-C-methyl-4-O-methyl-α-L-lyxohexopyranosyl]oxy]-8-chloro-4-hydroxy-2-oxo-2H-1-benzopyran-3-yl]-4-hydroxy-3-(3-methyl-2-butenyl)-",75057-95-3,COC1C(O)C(O)C(O)C(OC2=CC=C3C(O)=C(NC(=O)C4=CC=C(O)C(CC=C(C)C)=C4)C(=O)OC3=C2Cl)OC1(C)C,1.85,COC1C(O)C(O)C(O)C(Oc2ccc3c(O)c(NC(=O)c4ccc(O)c(CC=C(C)C)c4)c(=O)oc3c2Cl)OC1(C)C,UNHOCNUKAMXNIW-UHFFFAOYSA-N,C30H34ClNO11,UNHOCNUKAMXNIW,True,False,True,False,True,False,True,False,False
R59824908,"Benzamide, N-[7-[(6-deoxy-5-C-methyl-4-O-methyl-α-L-lyxohexopyranosyl)oxy]-4-hydroxy-8-methyl-2-oxo-2H-1-benzopyran-3-yl]-4-hydroxy-3-(3-methyl-2-butenyl)-",75057-97-5,CO[C@@H]1[C@@H](O)[C@@H](O)[C@H](OC2=C(C)C3=C(C=C2)C(O)=C(NC(=O)C2=CC(CC=C(C)C)=C(O)C=C2)C(=O)O3)OC1(C)C,1.39,CO[C@@H]1[C@@H](O)[C@@H](O)[C@H](Oc2ccc3c(O)c(NC(=O)c4ccc(O)c(CC=C(C)C)c4)c(=O)oc3c2C)OC1(C)C,UZHGFJZFJRMSOS-NANZAVOOSA-N,C30H35NO10,UZHGFJZFJRMSOS,True,False,True,False,True,False,True,False,False
R59824918,"Benzamide, N-[7-[[3-O-(aminocarbonyl)-6-deoxy-5-C-methyl-4-O-methyl-α-L-lyxohexopyranosyl]oxy]-4-hydroxy-8-methyl-2-oxo-2H-1-benzopyran-3-yl]-4-hydroxy-3-(3-methyl-2-butenyl)-",303-81-1,CO[C@@H]1[C@@H](OC(N)=O)[C@@H](O)[C@H](OC2=CC=C3C(O)=C(NC(=O)C4=CC(CC=C(C)C)=C(O)C=C4)C(=O)OC3=C2C)OC1(C)C,1.33,CO[C@@H]1[C@@H](OC(N)=O)[C@@H](O)[C@H](Oc2ccc3c(O)c(NC(=O)c4ccc(O)c(CC=C(C)C)c4)c(=O)oc3c2C)OC1(C)C,YJQPYGGHQPGBLI-KGSXXDOSSA-N,C31H36N2O11,YJQPYGGHQPGBLI,True,False,True,False,True,False,True,False,False
R59824938,"1H-Pyrrole-2-carboxylic acid, 5-methyl-, 3'-ester with N-[8-chloro-7-[(6-deoxy-5-C-methyl-4-O-methyl-α-L-lyxohexopyranosyl)oxy]-4-hydroxy-2-oxo-2H-1-benzopyran-3-yl-4-hydroxy-3-(3-methyl-2-butenyl)benzamide",39868-96-7,CO[C@H]1[C@H](OC(=O)C2=CC=C(C)N2)[C@H](O)[C@H](OC2=C(Cl)C3=C(C=C2)C(O)=C(NC(=O)C2=CC(CC=C(C)C)=C(O)C=C2)C(=O)O3)OC1(C)C,3.2,CO[C@H]1[C@H](OC(=O)c2ccc(C)[nH]2)[C@H](O)[C@H](Oc2ccc3c(O)c(NC(=O)c4ccc(O)c(CC=C(C)C)c4)c(=O)oc3c2Cl)OC1(C)C,FJAQNRBDVKIIKK-AKMMMNCQSA-N,C35H37ClN2O11,FJAQNRBDVKIIKK,True,False,True,False,True,False,True,False,False
R59824939,"1H-Pyrrole-2-carboxylic acid, 5-methyl-, 3'-ester with N-[7-[(6-deoxy-5-C-methyl-4-O-methyl-α-L-lyxohexopyranosyl)oxy]-4-hydroxy-2-oxo-2H-1-benzopyran-3-yl]-4-hydroxy-3-(3-methyl-2-butenyl)benzamide",75057-96-4,COC1C(OC(=O)C2=CC=C(C)N2)C(O)C(OC2=CC=C3C(O)=C(NC(=O)C4=CC=C(O)C(CC=C(C)C)=C4)C(=O)OC3=C2)OC1(C)C,1.86,COC1C(OC(=O)c2ccc(C)[nH]2)C(O)C(Oc2ccc3c(O)c(NC(=O)c4ccc(O)c(CC=C(C)C)c4)c(=O)oc3c2)OC1(C)C,GMMYCBAAMDJSHV-UHFFFAOYSA-N,C35H38N2O11,GMMYCBAAMDJSHV,True,False,True,False,True,False,True,False,False
R59824940,"1H-Pyrrole-2-carboxylic acid, 5-methyl-, 3'-ester with N-[8-chloro-7-[(6-deoxy-5-C-methyl-4-O-methyl-α-L-lyxohexopyranosyl)oxy]-4-hydroxy-2-oxo-2H-1-benzopyran-3-yl-4-hydroxy-3-(3-methylbutyl)benzamide",75061-28-8,CO[C@H]1[C@@H](OC(=O)C2=CC=C(C)N2)[C@@H](O)[C@H](OC2=C(Cl)C3=C(C=C2)C(O)=C(NC(=O)C2=CC(CCC(C)C)=C(O)C=C2)C(=O)O3)OC1(C)C,3.73,CO[C@H]1[C@@H](OC(=O)c2ccc(C)[nH]2)[C@@H](O)[C@H](Oc2ccc3c(O)c(NC(=O)c4ccc(O)c(CCC(C)C)c4)c(=O)oc3c2Cl)OC1(C)C,OQFNFMBPTIKDAN-FWKPNULXSA-N,C35H39ClN2O11,OQFNFMBPTIKDAN,True,False,True,False,True,False,True,False,False
R59824953,"Benzoic acid, ester with N-[7-[(6-deoxy-5-C-methyl-4-O-methyl-α-L-lyxohexopyranosyl)oxy]-4-hydroxy-8-methyl-2-oxo-2H-1-benzopyran-3-yl]-4-hydroxy-3-(3-methyl-2-butenyl)benzamide",75057-93-1,COC1C(OC(=O)C2=CC=CC=C2)C(O)C(OC2=C(C)C3=C(C=C2)C(O)=C(NC(=O)C2=CC=C(O)C(CC=C(C)C)=C2)C(=O)O3)OC1(C)C,2.67,COC1C(OC(=O)c2ccccc2)C(O)C(Oc2ccc3c(O)c(NC(=O)c4ccc(O)c(CC=C(C)C)c4)c(=O)oc3c2C)OC1(C)C,ZULADMPITBFXSX-UHFFFAOYSA-N,C37H39NO11,ZULADMPITBFXSX,True,False,True,False,True,False,True,False,False
R38354410,Punicalagin,65995-63-3,OC1COC(=O)C2=CC(O)=C(O)C(O)=C2C2=C(O)C(O)=C3OC(=O)C4=C5C(OC(=O)C2=C35)=C(O)C(O)=C4C2=C(O)C(O)=C(O)C=C2C(=O)OC1C1OC(=O)C2=CC(O)=C(O)C(O)=C2C2=C(O)C(O)=C(O)C=C2C(=O)OC1C=O,-2.7,O=CC1OC(=O)c2cc(O)c(O)c(O)c2-c2c(cc(O)c(O)c2O)C(=O)OC1C1OC(=O)c2cc(O)c(O)c(O)c2-c2c(O)c(O)c3oc(=O)c4c(c(O)c(O)c5oc(=O)c2c3c54)-c2c(cc(O)c(O)c2O)C(=O)OCC1O,SKNLUADAGHCXKF-UHFFFAOYSA-N,C48H28O30,SKNLUADAGHCXKF,True,False,True,False,True,False,True,False,False
R38354413,Terflavin,103744-85-0,OC1O[C@H](COC(=O)C2=CC(O)=C(O)C(O)=C2)[C@@H](OC(=O)C2=CC(O)=C(O)C(O)=C2C2=C(O)C(O)=C3OC(=O)C4=CC(O)=C(O)C5=C4C3=C2C(=O)O5)[C@@H]2OC(=O)C3=CC(O)=C(O)C(O)=C3C3=C(O)C(O)=C(O)C=C3C(=O)O[C@@H]12,-2.15,O=C(OC[C@H]1OC(O)[C@@H]2OC(=O)c3cc(O)c(O)c(O)c3-c3c(cc(O)c(O)c3O)C(=O)O[C@H]2[C@@H]1OC(=O)c1cc(O)c(O)c(O)c1-c1c(O)c(O)c2oc(=O)c3cc(O)c(O)c4oc(=O)c1c2c43)c1cc(O)c(O)c(O)c1,GUFQOTZNNCMJKO-XYVIXAOVSA-N,C48H30O30,GUFQOTZNNCMJKO,True,False,True,False,True,False,True,False,False
